Source Name	Characteristics [age]	Unit[time unit]	Characteristics [ecotype]	Characteristics [organism]	Term Source REF	Term Accession Number	Characteristics [developmental stage]	Term Source REF	Term Accession Number	Characteristics [organism part]	Protocol REF	Parameter Value [growth humidity]	Parameter Value [growth temperature]	Unit [temperature unit]	Sample Name	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Comment [Array Design URI]	Protocol REF	Parameter Value [Percentile]	Parameter Value [Outlier low]	Parameter Value [Outlier high]	Parameter Value [Cell margin]	Protocol REF	Parameter Value [scanner]	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress Data Matrix FTP file]	Comment [Derived ArrayExpress FTP file]	Factor Value [time]	Unit[time unit]	Factor Value [organism part]	Term Source REF	Term Accession Number	Factor Value [ecotype]
CS1092_93	21+	day	Columbia-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	stage 12 flower	  	  	flower	P-TABM-42	65%	23	degree celsius	Col-0_flow12_sepal3	P-TABM-51	Col-0_flow12_sepal3	total_RNA	P-TABM-52	Col-0_flow12_sepal3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_34_C	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_34_C	ATGE_34_C.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	21+	day	flower	  	  	Columbia-0
LFY-12_3	21+	day	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	stage 1 flower	  	  	flower + shoot apex	P-TABM-42	65%	23	degree celsius	lfy-12_inflor3	P-TABM-51	lfy-12_inflor3	total_RNA	P-TABM-52	lfy-12_inflor3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_47_C	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_47_C	ATGE_47_C.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	21+	day	flower + shoot apex	  	  	LFY-12
CS1092_80	21	day	Columbia-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	stage 1 flower	  	  	inflorescence + shoot apex	P-TABM-42	65%	23	degree celsius	Col-0_inflo2	P-TABM-51	Col-0_inflo2	total_RNA	P-TABM-52	Col-0_inflo2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_29_B2	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_29_B2	ATGE_29_B2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	21	day	inflorescence + shoot apex	  	  	Columbia-0
CS1092_126	8	week	Columbia-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	globular stage	  	  	silique	P-TABM-42	50-60%	23	degree celsius	Col-0_sil33	P-TABM-51	Col-0_sil33	total_RNA	P-TABM-52	Col-0_sil33 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_76_C	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_76_C	ATGE_76_C.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	56	day	silique	  	  	Columbia-0
CS1092_176	8	day	Columbia-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	seedling	EFO	EFO_0001992	shoot	P-TABM-42	40%	20	degree celsius	Col-0_seedl_GM52	P-TABM-51	Col-0_seedl_GM52	total_RNA	P-TABM-52	Col-0_seedl_GM52 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_97_B	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_97_B	ATGE_97_B.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	8	day	shoot	EFO	EFO_0000992	Columbia-0
CS1092_142	8	week	Columbia-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	mature	  	  	seed	P-TABM-42	50-60%	23	degree celsius	Col-0_seed91	P-TABM-51	Col-0_seed91	total_RNA	P-TABM-52	Col-0_seed91 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_83_A	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_83_A	ATGE_83_A.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	56	day	seed	  	  	Columbia-0
CS1092_25	17	day	Columbia-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	1.12 Boyes key	  	  	root	P-TABM-42	65%	23	degree celsius	Col-0_root171	P-TABM-51	Col-0_root171	total_RNA	P-TABM-52	Col-0_root171 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_9_A	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_9_A	ATGE_9_A.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	17	day	root	EFO	EFO_0000989	Columbia-0
CS1092_175	8	day	Columbia-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	seedling	EFO	EFO_0001992	shoot	P-TABM-42	40%	20	degree celsius	Col-0_seedl_GM51	P-TABM-51	Col-0_seedl_GM51	total_RNA	P-TABM-52	Col-0_seedl_GM51 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_97_A	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_97_A	ATGE_97_A.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	8	day	shoot	EFO	EFO_0000992	Columbia-0
CS1092_173	8	day	Columbia-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	seedling	EFO	EFO_0001992	shoot	P-TABM-42	40%	20	degree celsius	Col-0_seedl_GM2	P-TABM-51	Col-0_seedl_GM2	total_RNA	P-TABM-52	Col-0_seedl_GM2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_96_B	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_96_B	ATGE_96_B.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	8	day	shoot	EFO	EFO_0000992	Columbia-0
CS1092_108	21+	day	Columbia-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	stage 15 flower	  	  	flower	P-TABM-42	65%	23	degree celsius	Col-0_flow15_pedi3	P-TABM-51	Col-0_flow15_pedi3	total_RNA	P-TABM-52	Col-0_flow15_pedi3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_40_C	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_40_C	ATGE_40_C.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	21+	day	flower	  	  	Columbia-0
CS1092_137	8	week	Columbia-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	curled cotyledon stage	  	  	seed	P-TABM-42	50-60%	23	degree celsius	Col-0_seed72	P-TABM-51	Col-0_seed72	total_RNA	P-TABM-52	Col-0_seed72 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_81_B	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_81_B	ATGE_81_B.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	56	day	seed	  	  	Columbia-0
CS1092_125	8	week	Columbia-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	globular stage	  	  	silique	P-TABM-42	50-60%	23	degree celsius	Col-0_sil32	P-TABM-51	Col-0_sil32	total_RNA	P-TABM-52	Col-0_sil32 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_76_B	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_76_B	ATGE_76_B.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	56	day	silique	  	  	Columbia-0
CS1092_58	21	day	Columbia-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	complete rosette	  	  	whole_organism	P-TABM-42	65%	23	degree celsius	Col-0_whole21d1	P-TABM-51	Col-0_whole21d1	total_RNA	P-TABM-52	Col-0_whole21d1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_22_A	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_22_A	ATGE_22_A.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	21	day	whole_organism	EFO	EFO_0002906	Columbia-0
CS1092_107	21+	day	Columbia-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	stage 15 flower	  	  	flower	P-TABM-42	65%	23	degree celsius	Col-0_flow15_pedi2	P-TABM-51	Col-0_flow15_pedi2	total_RNA	P-TABM-52	Col-0_flow15_pedi2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_40_B	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_40_B	ATGE_40_B.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	21+	day	flower	  	  	Columbia-0
CS1092_110	21+	day	Columbia-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	stage 15 flower	  	  	flower	P-TABM-42	65%	23	degree celsius	Col-0_flow15_sepal2	P-TABM-51	Col-0_flow15_sepal2	total_RNA	P-TABM-52	Col-0_flow15_sepal2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_41_B	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_41_B	ATGE_41_B.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	21+	day	flower	  	  	Columbia-0
CS1092_82	21+	day	Columbia-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	stage 9 flower	  	  	flower	P-TABM-42	65%	23	degree celsius	Col-0_flow91	P-TABM-51	Col-0_flow91	total_RNA	P-TABM-52	Col-0_flow91 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_31_A2	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_31_A2	ATGE_31_A2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	21+	day	flower	  	  	Columbia-0
CS1092_104	21+	day	Columbia-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	stage 15 flower	  	  	flower	P-TABM-42	65%	23	degree celsius	Col-0_flow152	P-TABM-51	Col-0_flow152	total_RNA	P-TABM-52	Col-0_flow152 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_39_B	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_39_B	ATGE_39_B.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	21+	day	flower	  	  	Columbia-0
CS1092_123	6	week	Columbia-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	pollen stage 10	  	  	pollen sac	P-TABM-42	none	23	degree celsius	Col-0_pollen3	P-TABM-51	Col-0_pollen3	total_RNA	P-TABM-52	Col-0_pollen3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_73_C	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_73_C	ATGE_73_C.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	42	day	pollen sac	  	  	Columbia-0
CS1092_147	8	week	Columbia-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	mature	  	  	seed	P-TABM-42	50-60%	23	degree celsius	Col-0_seed103	P-TABM-51	Col-0_seed103	total_RNA	P-TABM-52	Col-0_seed103 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_84_D	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_84_D	ATGE_84_D.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	56	day	seed	  	  	Columbia-0
CS6240_2	21+	day	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	stage 1 flower	  	  	flower + shoot apex	P-TABM-42	65%	23	degree celsius	ap2-6_inflor2	P-TABM-51	ap2-6_inflor2	total_RNA	P-TABM-52	ap2-6_inflor2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_49_B	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_49_B	ATGE_49_B.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	21+	day	flower + shoot apex	  	  	CS6240
CS1092_111	21+	day	Columbia-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	stage 15 flower	  	  	flower	P-TABM-42	65%	23	degree celsius	Col-0_flow15_sepal3	P-TABM-51	Col-0_flow15_sepal3	total_RNA	P-TABM-52	Col-0_flow15_sepal3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_41_C	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_41_C	ATGE_41_C.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	21+	day	flower	  	  	Columbia-0
CS1092_27	17	day	Columbia-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	1.12 Boyes key	  	  	root	P-TABM-42	65%	23	degree celsius	Col-0_root173	P-TABM-51	Col-0_root173	total_RNA	P-TABM-52	Col-0_root173 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_9_C	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_9_C	ATGE_9_C.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	17	day	root	EFO	EFO_0000989	Columbia-0
CS1092_103	21+	day	Columbia-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	stage 15 flower	  	  	flower	P-TABM-42	65%	23	degree celsius	Col-0_flow151	P-TABM-51	Col-0_flow151	total_RNA	P-TABM-52	Col-0_flow151 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_39_A	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_39_A	ATGE_39_A.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	21+	day	flower	  	  	Columbia-0
