PROBE	TID	ID	AGI	ENSEMBL	UNIGENE
259094_at	AT3G04940	AT3G04940	AT3G04940	AT3G04940	AT3G04940
259079_at	AT3G04950	AT3G04950		AT3G04950	AT3G04950
259089_at	AT3G04960	AT3G04960	AT3G04960	AT3G04960	AT3G04960
259088_at	AT3G04970	AT3G04970	AT3G04970	AT3G04970	AT3G04970
259087_at	AT3G04980	AT3G04980	AT3G04980	AT3G04980	AT3G04980
259086_at	AT3G04990	AT3G04990	AT3G04990	AT3G04990	AT3G04990
259085_at	AT3G05000	AT3G05000	AT3G05000	AT3G05000	AT3G05000
259099_at	AT3G05010	AT3G05010	AT3G05010	AT3G05010	AT3G05010
259095_at	AT3G05020	AT3G05020	AT3G05020	AT3G05020	AT3G05020
259081_at	AT3G05030	AT3G05030	AT3G05030	AT3G05030	AT3G05030
259078_at	AT3G05040	AT3G05040	AT3G05040	AT3G05040	AT3G05040
259309_at	AT3G05050	AT3G05050	AT3G05050	AT3G05050	AT3G05050
259311_at	AT3G05060	AT3G05060	AT3G05060	AT3G05060	AT3G05060
259305_at	AT3G05070	AT3G05070	AT3G05070	AT3G05070	AT3G05070
259299_at	AT3G05080	AT3G05080	AT3G05080	AT3G05080	AT3G05080
259313_at	AT3G05090	AT3G05090	AT3G05090	AT3G05090	AT3G05090
259300_at	AT3G05100	AT3G05100	AT3G05100	AT3G05100	AT3G05100
259301_at	AT3G05110	AT3G05110	AT3G05110	AT3G05110	AT3G05110
259302_at	AT3G05120	AT3G05120	AT3G05120	AT3G05120	AT3G05120
259303_at	AT3G05130	AT3G05130	AT3G05130	AT3G05130	AT3G05130
259350_at	AT3G05140	AT3G05140	AT3G05140	AT3G05140	AT3G05140
259351_at	AT3G05150	AT3G05150	AT3G05150	AT3G05150	AT3G05150
259352_at	AT3G05170	AT3G05170	AT3G05170	AT3G05170	AT3G05170
259308_at	AT3G05180	AT3G05180	AT3G05180	AT3G05180	AT3G05180
259353_at	AT3G05190	AT3G05190	AT3G05190	AT3G05190	AT3G05190
259312_at	AT3G05200	AT3G05200	AT3G05200	AT3G05200	AT3G05200
259304_at	AT3G05210	AT3G05210	AT3G05210	AT3G05210	AT3G05210
259354_at	AT3G05220	AT3G05220	AT3G05220	AT3G05220	AT3G05220
259307_at	AT3G05230	AT3G05230	AT3G05230	AT3G05230	AT3G05230
259355_at	AT3G05240	AT3G05240	AT3G05240	AT3G05240	AT3G05240
259356_at	AT3G05250	AT3G05250	AT3G05250	AT3G05250	AT3G05250
259314_at	AT3G05260	AT3G05260	AT3G05260	AT3G05260	AT3G05260
259322_at	AT3G05270	AT3G05270	AT3G05270	AT3G05270	AT3G05270
259323_at	AT3G05280	AT3G05280	AT3G05280	AT3G05280	AT3G05280
259306_at	AT3G05290	AT3G05290	AT3G05290	AT3G05290	AT3G05290
259324_at	AT3G05310	AT3G05310	AT3G05310	AT3G05310	AT3G05310
259325_at	AT3G05320	AT3G05320	AT3G05320	AT3G05320	AT3G05320
259294_at	AT3G05330	AT3G05330	AT3G05330	AT3G05330	AT3G05330
259295_at	AT3G05340	AT3G05340	AT3G05340	AT3G05340	AT3G05340
259296_at	AT3G05350	AT3G05350	AT3G05350	AT3G05350	AT3G05350
259297_at	AT3G05360	AT3G05360	AT3G05360	AT3G05360	AT3G05360
259298_at	AT3G05370	AT3G05370	AT3G05370	AT3G05370	AT3G05370
259134_at	AT3G05390	AT3G05390	AT3G05390	AT3G05390	AT3G05390
259133_at	AT3G05400	AT3G05400	AT3G05400	AT3G05400	AT3G05400
259160_at	AT3G05410	AT3G05410	AT3G05410	AT3G05410	AT3G05410
259159_at	AT3G05420	AT3G05420	AT3G05420	AT3G05420	AT3G05420
259158_at	AT3G05430	AT3G05430	AT3G05430	AT3G05430	AT3G05430
259157_at	AT3G05440	AT3G05440	AT3G05440	AT3G05440	AT3G05440
259107_at	AT3G05460	AT3G05460	AT3G05460	AT3G05460	AT3G05460
259136_at	AT3G05470	AT3G05470	AT3G05470	AT3G05470	AT3G05470
259135_at	AT3G05480	AT3G05480	AT3G05480	AT3G05480	AT3G05480
259106_at	AT3G05490	AT3G05490	AT3G05490	AT3G05490	AT3G05490
259105_at	AT3G05500	AT3G05500	AT3G05500	AT3G05500	AT3G05500
259113_at	AT3G05510	AT3G05510	AT3G05510	AT3G05510	AT3G05510
259111_at	AT3G05520	AT3G05520	AT3G05520	AT3G05520	AT3G05520
259114_at	AT3G05530	AT3G05530	AT3G05530	AT3G05530	AT3G05530
259108_at	AT3G05540	AT3G05540	AT3G05540	AT3G05540	AT3G05540
259112_at	AT3G05560	AT3G05560	AT3G05560	AT3G05560	AT3G05560
259110_at	AT3G05570	AT3G05570	AT3G05570	AT3G05570	AT3G05570
259109_at	AT3G05580	AT3G05580	AT3G05580	AT3G05580	AT3G05580
258900_at	AT3G05590	AT3G05590	AT3G05590	AT3G05590	AT3G05590
258895_at	AT3G05600	AT3G05600	AT3G05600	AT3G05600	AT3G05600
258889_at	AT3G05610	AT3G05610	AT3G05610	AT3G05610	AT3G05610
258888_at	AT3G05620	AT3G05620	AT3G05620	AT3G05620	AT3G05620
258887_at	AT3G05630	AT3G05630	AT3G05630	AT3G05630	AT3G05630
258901_at	AT3G05640	AT3G05640	AT3G05640	AT3G05640	AT3G05640
258894_at	AT3G05650	AT3G05650	AT3G05650	AT3G05650	AT3G05650
258893_at	AT3G05660	AT3G05660	AT3G05660	AT3G05660	AT3G05660
258892_at	AT3G05670	AT3G05670	AT3G05670	AT3G05670	AT3G05670
258899_at	AT3G05675	AT3G05675	AT3G05675	AT3G05675	AT3G05675
258891_at	AT3G05680	AT3G05680	AT3G05680	AT3G05680	AT3G05680
258890_at	AT3G05690	AT3G05690	AT3G05690	AT3G05690	AT3G05690
258896_at	AT3G05710	AT3G05710	AT3G05710	AT3G05710	AT3G05710
258886_at	AT3G05720	AT3G05720	AT3G05720	AT3G05720	AT3G05720
258897_at	AT3G05730	AT3G05730	AT3G05730	AT3G05730	AT3G05730
258898_at	AT3G05740	AT3G05740	AT3G05740	AT3G05740	AT3G05740
258738_at	AT3G05750	AT3G05750	AT3G05750	AT3G05750	AT3G05750
258749_at	AT3G05760	AT3G05760	AT3G05760	AT3G05760	AT3G05760
258740_at	AT3G05780	AT3G05780	AT3G05780	AT3G05780	AT3G05780
258741_at	AT3G05790	AT3G05790	AT3G05790	AT3G05790	AT3G05790
258742_at	AT3G05800	AT3G05800	AT3G05800	AT3G05800	AT3G05800
258747_at	AT3G05810	AT3G05810	AT3G05810	AT3G05810	AT3G05810
258732_at	AT3G05820	AT3G05820	AT3G05820	AT3G05820	AT3G05820
258744_at	AT3G05830	AT3G05830	AT3G05830	AT3G05830	AT3G05830
258733_at	AT3G05850	AT3G05850			At3g05850
258734_at	AT3G05860	AT3G05860	AT3G05860	AT3G05860	AT3G05860
258735_at	AT3G05880	AT3G05880	AT3G05880	AT3G05880	AT3G05880
258751_at	AT3G05890	AT3G05890	AT3G05890	AT3G05890	AT3G05890
258736_at	AT3G05900	AT3G05900	AT3G05900	AT3G05900	AT3G05900
258750_at	AT3G05910	AT3G05910	AT3G05910	AT3G05910	AT3G05910
258745_at	AT3G05920	AT3G05920	AT3G05920	AT3G05920	AT3G05920
258748_at	AT3G05930	AT3G05930	AT3G05930	AT3G05930	AT3G05930
258737_at	AT3G05940	AT3G05940	AT3G05940	AT3G05940	AT3G05940
258746_at	AT3G05950	AT3G05950	AT3G05950	AT3G05950	AT3G05950
258561_at	AT3G05960	AT3G05960	AT3G05960	AT3G05960	AT3G05960
258563_at	AT3G05970	AT3G05970	AT3G05970	AT3G05970	AT3G05970
258562_at	AT3G05980	AT3G05980	AT3G05980	AT3G05980	AT3G05980
258557_at	AT3G05990	AT3G05990	AT3G05990	AT3G05990	AT3G05990
258558_at	AT3G06000	AT3G06000	AT3G06000	AT3G06000	AT3G06000
258559_at	AT3G06010	AT3G06010	AT3G06010	AT3G06010	AT3G06010
258560_at	AT3G06020	AT3G06020	AT3G06020	AT3G06020	AT3G06020
258471_at	AT3G06030	AT3G06030	AT3G06030	AT3G06030	AT3G06030
258470_at	AT3G06035	AT3G06035	AT3G06035	AT3G06035	AT3G06035
258466_at	AT3G06040	AT3G06040	AT3G06040	AT3G06040	AT3G06040
258469_at	AT3G06050	AT3G06050	AT3G06050	AT3G06050	AT3G06050
258467_at	AT3G06060	AT3G06060	AT3G06060	AT3G06060	AT3G06060
258468_at	AT3G06070	AT3G06070	AT3G06070	AT3G06070	AT3G06070
258472_at	AT3G06080	AT3G06080	AT3G06080	AT3G06080	AT3G06080
256391_at	AT3G06090	AT3G06090	AT3G06090	AT3G06090	AT3G06090
256398_at	AT3G06100	AT3G06100	AT3G06100	AT3G06100	AT3G06100
256397_at	AT3G06110	AT3G06110	AT3G06110	AT3G06110	AT3G06110
256395_at	AT3G06120	AT3G06120	AT3G06120	AT3G06120	AT3G06120
256402_at	AT3G06130	AT3G06130	AT3G06130	AT3G06130	AT3G06130
256400_at	AT3G06140	AT3G06140	AT3G06140	AT3G06140	AT3G06140
256396_at	AT3G06150	AT3G06150	AT3G06150	AT3G06150	AT3G06150
256418_at	AT3G06160	AT3G06160	AT3G06160	AT3G06160	AT3G06160
256387_at	AT3G06170	AT3G06170	AT3G06170	AT3G06170	AT3G06170
256388_at	AT3G06180	AT3G06180	AT3G06180	AT3G06180	AT3G06180
256403_at	AT3G06190	AT3G06190	AT3G06190	AT3G06190	AT3G06190
256401_at	AT3G06200	AT3G06200	AT3G06200	AT3G06200	AT3G06200
257580_at	AT3G06210	AT3G06210	AT3G06210	AT3G06210	AT3G06210
256389_at	AT3G06220	AT3G06220	AT3G06220	AT3G06220	AT3G06220
256390_at	AT3G06230	AT3G06230	AT3G06230	AT3G06230	AT3G06230
256399_at	AT3G06240	AT3G06240	AT3G06240	AT3G06240	AT3G06240
256404_at	AT3G06250	AT3G06250	AT3G06250	AT3G06250	AT3G06250
256392_at	AT3G06260	AT3G06260	AT3G06260	AT3G06260	AT3G06260
256393_at	AT3G06280	AT3G06280	AT3G06280	AT3G06280	AT3G06280
256394_at	AT3G06290	AT3G06290	AT3G06290	AT3G06290	AT3G06290
258852_at	AT3G06300	AT3G06300	AT3G06300	AT3G06300	AT3G06300
258881_at	AT3G06310	AT3G06310	AT3G06310	AT3G06310	AT3G06310
258882_at	AT3G06330	AT3G06330	AT3G06330	AT3G06330	AT3G06330
258909_at	AT3G06340	AT3G06340	AT3G06340	AT3G06340	AT3G06340
258908_at	AT3G06350	AT3G06350	AT3G06350	AT3G06350	AT3G06350
258914_at	AT3G06360	AT3G06360	AT3G06360	AT3G06360	AT3G06360
258907_at	AT3G06370	AT3G06370	AT3G06370	AT3G06370	AT3G06370
258906_at	AT3G06380	AT3G06380	AT3G06380	AT3G06380	AT3G06380
258905_at	AT3G06390	AT3G06390	AT3G06390	AT3G06390	AT3G06390
258904_at	AT3G06400	AT3G06400	AT3G06400	AT3G06400	AT3G06400
258903_at	AT3G06410	AT3G06410	AT3G06410	AT3G06410	AT3G06410
258880_at	AT3G06420	AT3G06420	AT3G06420	AT3G06420	AT3G06420
258853_at	AT3G06440	AT3G06440	AT3G06440	AT3G06440	AT3G06440
258913_at	AT3G06450	AT3G06450	AT3G06450	AT3G06450	AT3G06450
258912_at	AT3G06460	AT3G06460	AT3G06460	AT3G06460	AT3G06460
258911_at	AT3G06470	AT3G06470	AT3G06470	AT3G06470	AT3G06470
258910_at	AT3G06480	AT3G06480	AT3G06480	AT3G06480	AT3G06480
258902_at	AT3G06483	AT3G06483	AT3G06483	AT3G06483	AT3G06483
258516_at	AT3G06490	AT3G06490	AT3G06490	AT3G06490	AT3G06490
258507_at	AT3G06500	AT3G06500	AT3G06500	AT3G06500	AT3G06500
258506_at	AT3G06520	AT3G06520	AT3G06520	AT3G06520	AT3G06520
258505_at	AT3G06530	AT3G06530	AT3G06530	AT3G06530	AT3G06530
258536_at	AT3G06540	AT3G06540	AT3G06540	AT3G06540	AT3G06540
258564_at	AT3G06560	AT3G06560	AT3G06560	AT3G06560	AT3G06560
258518_at	AT3G06570	AT3G06570	AT3G06570	AT3G06570	AT3G06570
258517_at	AT3G06580	AT3G06580	AT3G06580	AT3G06580	AT3G06580
258511_at	AT3G06590	AT3G06590	AT3G06590	AT3G06590	AT3G06590
258510_at	AT3G06600	AT3G06600	AT3G06600	AT3G06600	AT3G06600
258514_at	AT3G06610	AT3G06610	AT3G06610	AT3G06610	AT3G06610
258509_at	AT3G06620	AT3G06620	AT3G06620	AT3G06620	AT3G06620
258513_at	AT3G06630	AT3G06630	AT3G06630	AT3G06630	AT3G06630
258508_at	AT3G06640	AT3G06640	AT3G06640	AT3G06640	AT3G06640
258515_at	AT3G06650	AT3G06650	AT3G06650	AT3G06650	AT3G06650
258522_at	AT3G06660	AT3G06660	AT3G06660	AT3G06660	AT3G06660
258533_at	AT3G06670	AT3G06670	AT3G06670	AT3G06670	AT3G06670
258521_at	AT3G06680	AT3G06680	AT3G06680	AT3G06680	AT3G06680
258532_at	AT3G06700	AT3G06700	AT3G06700	AT3G06700	AT3G06700
258520_at	AT3G06710	AT3G06710	AT3G06710	AT3G06710	AT3G06710
258531_at	AT3G06720	AT3G06720	AT3G06720	AT3G06720	AT3G06720
258534_at	AT3G06730	AT3G06730	AT3G06730	AT3G06730	AT3G06730
258529_at	AT3G06740	AT3G06740	AT3G06740	AT3G06740	AT3G06740
258535_at	AT3G06750	AT3G06750	AT3G06750	AT3G06750	AT3G06750
258519_at	AT3G06760	AT3G06760	AT3G06760	AT3G06760	AT3G06760
258528_at	AT3G06770	AT3G06770	AT3G06770	AT3G06770	AT3G06770
258501_at	AT3G06780	AT3G06780	AT3G06780	AT3G06780	AT3G06780
258526_at	AT3G06790	AT3G06790	AT3G06790	AT3G06790	AT3G06790
258525_at	AT3G06800	AT3G06800	AT3G06810	AT3G06810	AT3G06810
258524_at	AT3G06810	AT3G06810	AT3G06810	AT3G06810	AT3G06810
258523_at	AT3G06830	AT3G06830	AT3G06830	AT3G06830	AT3G06830
258530_at	AT3G06840	AT3G06840	AT3G06840	AT3G06840	AT3G06840
258527_at	AT3G06850	AT3G06850	AT3G06850	AT3G06850	AT3G06850
258555_at	AT3G06860	AT3G06860	AT3G06860	AT3G06860	AT3G06860
258543_at	AT3G06870	AT3G06870	AT3G06870	AT3G06870	AT3G06870
258551_at	AT3G06890	AT3G06890	AT3G06890	AT3G06890	AT3G06890
258547_at	AT3G06895	AT3G06895	AT3G06895	AT3G06895	AT3G06895
258548_at	AT3G06910	AT3G06910	AT3G06910	AT3G06910	AT3G06910
258549_at	AT3G06930	AT3G06930	AT3G06930	AT3G06930	AT3G06930
258550_at	AT3G06940	AT3G06940			At3g06940
258538_at	AT3G06950	AT3G06950	AT3G06950	AT3G06950	AT3G06950
258553_at	AT3G06960	AT3G06960	AT3G06960	AT3G06960	AT3G06960
258539_at	AT3G06970	AT3G06970	AT3G06970		AT3G06970
258554_at	AT3G06980	AT3G06980	AT3G06980	AT3G06980	AT3G06980
258540_at	AT3G06990	AT3G06990	AT3G06990	AT3G06990	AT3G06990
258541_at	AT3G07000	AT3G07000	AT3G07000	AT3G07000	AT3G07000
258552_at	AT3G07010	AT3G07010	AT3G07010	AT3G07010	AT3G07010
258556_at	AT3G07020	AT3G07020	AT3G07020	AT3G07020	AT3G07020
258542_at	AT3G07030	AT3G07030	AT3G07030	AT3G07030	AT3G07030
258544_at	AT3G07040	AT3G07040	AT3G07040	AT3G07040	AT3G07040
258545_at	AT3G07050	AT3G07050	AT3G07050	AT3G07050	AT3G07050
258546_at	AT3G07060	AT3G07060	AT3G07060	AT3G07060	AT3G07060
258832_at	AT3G07070	AT3G07070	AT3G07070	AT3G07070	AT3G07070
258831_at	AT3G07080	AT3G07080	AT3G07080	AT3G07080	AT3G07080
258830_at	AT3G07090	AT3G07090	AT3G07090	AT3G07090	AT3G07090
258829_at	AT3G07100	AT3G07100	AT3G07100	AT3G07100	AT3G07100
258837_at	AT3G07110	AT3G07110	AT3G07110	AT3G07110	AT3G07110
258828_at	AT3G07130	AT3G07130	AT3G07130	AT3G07130	AT3G07130
258838_at	AT3G07140	AT3G07140	AT3G07140	AT3G07140	AT3G07140
258827_at	AT3G07150	AT3G07150	AT3G07150	AT3G07150	AT3G07150
258826_at	AT3G07160	AT3G07160	AT3G07160	AT3G07160	AT3G07160
258839_at	AT3G07170	AT3G07170	AT3G07170	AT3G07170	AT3G07170
258825_at	AT3G07180	AT3G07180	AT3G07180	AT3G07180	AT3G07180
258824_at	AT3G07190	AT3G07190	AT3G07190	AT3G07190	AT3G07190
258823_at	AT3G07200	AT3G07200	AT3G07200	AT3G07200	AT3G07200
258836_at	AT3G07210	AT3G07210	AT3G07210	AT3G07210	AT3G07210
258821_at	AT3G07230	AT3G07230	AT3G07230	AT3G07230	AT3G07230
257531_at	AT3G07240	AT3G07240	AT3G07250	AT3G07250	AT3G07250
258835_at	AT3G07250	AT3G07250	AT3G07250		AT3G07250
258834_at	AT3G07270	AT3G07270	AT3G07270	AT3G07270	AT3G07270
258833_at	AT3G07280	AT3G07280			At3g07280
259059_at	AT3G07300	AT3G07300	AT3G07300	AT3G07300	AT3G07300
259017_at	AT3G07310	AT3G07310	AT3G07310	AT3G07310	AT3G07310
259014_at	AT3G07320	AT3G07320	AT3G07320	AT3G07320	AT3G07320
259041_at	AT3G07330	AT3G07330	AT3G07330	AT3G07330	AT3G07330
259010_at	AT3G07340	AT3G07340	AT3G07340	AT3G07340	AT3G07340
259015_at	AT3G07350	AT3G07350	AT3G07350	AT3G07350	AT3G07350
259012_at	AT3G07360	AT3G07360	AT3G07360	AT3G07360	AT3G07360
259019_at	AT3G07370	AT3G07370	AT3G07370	AT3G07370	AT3G07370
259018_at	AT3G07390	AT3G07390	AT3G07390	AT3G07390	AT3G07390
259060_at	AT3G07400	AT3G07400	AT3G07400	AT3G07400	AT3G07400
259061_at	AT3G07410	AT3G07410	AT3G07410	AT3G07410	AT3G07410
259022_at	AT3G07420	AT3G07420	AT3G07420	AT3G07420	AT3G07420
259013_at	AT3G07430	AT3G07430	AT3G07430	AT3G07430	AT3G07430
259062_at	AT3G07440	AT3G07440	AT3G07440	AT3G07440	AT3G07440
259063_at	AT3G07450	AT3G07450	AT3G07450	AT3G07450	AT3G07450
259020_at	AT3G07470	AT3G07470	AT3G07470	AT3G07470	AT3G07470
259016_at	AT3G07480	AT3G07480	AT3G07480	AT3G07480	AT3G07480
259064_at	AT3G07490	AT3G07490	AT3G07490	AT3G07490	AT3G07490
259023_at	AT3G07510	AT3G07510	AT3G07510	AT3G07510	AT3G07510
259065_at	AT3G07520	AT3G07520	AT3G07520	AT3G07520	AT3G07520
259066_at	AT3G07530	AT3G07530	AT3G07530	AT3G07530	AT3G07530
259021_at	AT3G07540	AT3G07540	AT3G07540	AT3G07540	AT3G07540
259067_at	AT3G07550	AT3G07550	AT3G07550	AT3G07550	AT3G07550
259068_at	AT3G07560	AT3G07560	AT3G07560	AT3G07560	AT3G07560
259243_at	AT3G07565	AT3G07565	AT3G07565	AT3G07565	AT3G07565
259247_at	AT3G07570	AT3G07570	AT3G07570	AT3G07570	AT3G07570
259250_at	AT3G07580	AT3G07580	AT3G07580	AT3G07580	AT3G07580
259225_at	AT3G07590	AT3G07590	AT3G07590	AT3G07590	AT3G07590
259251_at	AT3G07600	AT3G07600	AT3G07600	AT3G07600	AT3G07600
259252_at	AT3G07610	AT3G07610	AT3G07610	AT3G07610	AT3G07610
259254_at	AT3G07630	AT3G07630	AT3G07630	AT3G07630	AT3G07630
259253_at	AT3G07640	AT3G07640	AT3G07640	AT3G07640	AT3G07640
259244_at	AT3G07650	AT3G07650	AT3G07650	AT3G07650	AT3G07650
259245_at	AT3G07660	AT3G07660	AT3G07660	AT3G07660	AT3G07660
259258_at	AT3G07670	AT3G07670	AT3G07670	AT3G07670	AT3G07670
259256_at	AT3G07680	AT3G07680	AT3G07680	AT3G07680	AT3G07680
259255_at	AT3G07690	AT3G07690	AT3G07690	AT3G07690	AT3G07690
259226_at	AT3G07700	AT3G07700	AT3G07700	AT3G07700	AT3G07700
257520_at	AT3G07710	AT3G07710	AT3G07710	AT3G07710	AT3G07710
259228_at	AT3G07720	AT3G07720	AT3G07720	AT3G07720	AT3G07720
259229_at	AT3G07740	AT3G07740	AT3G07740	AT3G07740	AT3G07740
259227_at	AT3G07750	AT3G07750	AT3G07750	AT3G07750	AT3G07750
259257_at	AT3G07760	AT3G07760	AT3G07760	AT3G07760	AT3G07760
259248_at	AT3G07770	AT3G07770	AT3G07770	AT3G07770	AT3G07770
259230_at	AT3G07780	AT3G07780	AT3G07780	AT3G07780	AT3G07780
259249_at	AT3G07790	AT3G07790	AT3G07790	AT3G07790	AT3G07790
259224_at	AT3G07800	AT3G07800	AT3G07800	AT3G07800	AT3G07800
258644_at	AT3G07810	AT3G07810	AT3G07810	AT3G07810	AT3G07810
258639_at	AT3G07820	AT3G07820	AT3G07820	AT3G07820	AT3G07820
258685_at	AT3G07830	AT3G07830	AT3G07830	AT3G07830	AT3G07830
258686_at	AT3G07840	AT3G07840	AT3G07840	AT3G07840	AT3G07840
258687_at	AT3G07860	AT3G07860	AT3G07860	AT3G07860	AT3G07860
258647_at	AT3G07870	AT3G07870	AT3G07870	AT3G07870	AT3G07870
258637_at	AT3G07880	AT3G07880	AT3G07880	AT3G07880	AT3G07880
258636_at	AT3G07890	AT3G07890	AT3G07890	AT3G07890	AT3G07890
258648_at	AT3G07900	AT3G07900	AT3G07900	AT3G07900	AT3G07900
258642_at	AT3G07910	AT3G07910	AT3G07910	AT3G07910	AT3G07910
258688_at	AT3G07920	AT3G07920	AT3G07920	AT3G07920	AT3G07920
258640_at	AT3G07930	AT3G07930	AT3G07930	AT3G07930	AT3G07930
258689_at	AT3G07940	AT3G07940	AT3G07940	AT3G07940	AT3G07940
258638_at	AT3G07950	AT3G07950	AT3G07950	AT3G07950	AT3G07950
258690_at	AT3G07960	AT3G07960	AT3G07960	AT3G07960	AT3G07960
258631_at	AT3G07970	AT3G07970	AT3G07970	AT3G07970	AT3G07970
258633_at	AT3G07990	AT3G07990	AT3G07990	AT3G07990	AT3G07990
258634_at	AT3G08000	AT3G08000	AT3G08000	AT3G08000	AT3G08000
258643_at	AT3G08010	AT3G08010	AT3G08010	AT3G08010	AT3G08010
258635_at	AT3G08020	AT3G08020	AT3G08020	AT3G08020	AT3G08020
258641_at	AT3G08030	AT3G08030	AT3G08030	AT3G08030	AT3G08030
258646_at	AT3G08040	AT3G08040	AT3G08040	AT3G08040	AT3G08040
256154_at	AT3G08490	AT3G08490	AT3G08490	AT3G08490	AT3G08490
256155_at	AT3G08500	AT3G08500	AT3G08500	AT3G08500	AT3G08500
256156_at	AT3G08510	AT3G08510	AT3G08510	AT3G08510	AT3G08510
258666_at	AT3G08550	AT3G08550	AT3G08550	AT3G08550	AT3G08550
258671_at	AT3G08560	AT3G08560	AT3G08560	AT3G08560	AT3G08560
258672_at	AT3G08570	AT3G08570	AT3G08570	AT3G08570	AT3G08570
258680_at	AT3G08580	AT3G08580	AT3G08580	AT3G08580	AT3G08580
258679_at	AT3G08590	AT3G08590	AT3G08590	AT3G08590	AT3G08590
258676_at	AT3G08600	AT3G08600	AT3G08600	AT3G08600	AT3G08600
258681_at	AT3G08610	AT3G08610	AT3G08610	AT3G08610	AT3G08610
258673_at	AT3G08620	AT3G08620	AT3G08620	AT3G08620	AT3G08620
258691_at	AT3G08630	AT3G08630	AT3G08630	AT3G08630	AT3G08630
258692_at	AT3G08640	AT3G08640	AT3G08640	AT3G08640	AT3G08640
258693_at	AT3G08650	AT3G08650	AT3G08650	AT3G08650	AT3G08650
258694_at	AT3G08660	AT3G08660	AT3G08660	AT3G08660	AT3G08660
258663_at	AT3G08670	AT3G08670	AT3G08670	AT3G08670	AT3G08670
258684_at	AT3G08680	AT3G08680	AT3G08680	AT3G08680	AT3G08680
258678_at	AT3G08690	AT3G08690	AT3G08690	AT3G08690	AT3G08690
258664_at	AT3G08700	AT3G08700	AT3G08700	AT3G08700	AT3G08700
258665_at	AT3G08710	AT3G08710	AT3G08710	AT3G08710	AT3G08710
258682_at	AT3G08720	AT3G08720	AT3G08720	AT3G08720	AT3G08720
258677_at	AT3G08730	AT3G08730	AT3G08730	AT3G08730	AT3G08730
258674_at	AT3G08740	AT3G08740	AT3G08740	AT3G08740	AT3G08740
258667_at	AT3G08750	AT3G08750	AT3G08750	AT3G08750	AT3G08750
258683_at	AT3G08760	AT3G08760	AT3G08760	AT3G08760	AT3G08760
258675_at	AT3G08770	AT3G08770	AT3G08770	AT3G08770	AT3G08770
258668_at	AT3G08780	AT3G08780	AT3G08780	AT3G08780	AT3G08780
258669_at	AT3G08800	AT3G08800	AT3G08800	AT3G08800	AT3G08800
258670_at	AT3G08810	AT3G08810	AT3G08810	AT3G08810	AT3G08810
258991_at	AT3G08820	AT3G08820	AT3G08820	AT3G08820	AT3G08820
258990_at	AT3G08840	AT3G08840	AT3G08840	AT3G08840	AT3G08840
258994_at	AT3G08850	AT3G08850	AT3G08850	AT3G08850	AT3G08850
258983_at	AT3G08860	AT3G08860	AT3G08860	AT3G08860	AT3G08860
258982_at	AT3G08870	AT3G08870	AT3G08870	AT3G08870	AT3G08870
258981_at	AT3G08880	AT3G08880	AT3G08880	AT3G08880	AT3G08880
258988_at	AT3G08890	AT3G08890	AT3G08890	AT3G08890	AT3G08890
258980_at	AT3G08900	AT3G08900	AT3G08900	AT3G08900	AT3G08900
258986_at	AT3G08910	AT3G08910	AT3G08910	AT3G08910	AT3G08910
258989_at	AT3G08920	AT3G08920	AT3G08920	AT3G08920	AT3G08920
258992_at	AT3G08930	AT3G08930	AT3G08930	AT3G08930	AT3G08930
258993_at	AT3G08940	AT3G08940	AT3G08940	AT3G08940	AT3G08940
258987_at	AT3G08950	AT3G08950	AT3G08950	AT3G08950	AT3G08950
258985_at	AT3G08960	AT3G08960	AT3G08960	AT3G08960	AT3G08960
258984_at	AT3G08970	AT3G08970	AT3G08970	AT3G08970	AT3G08970
259199_at	AT3G08980	AT3G08980	AT3G08980	AT3G08980	AT3G08980
257522_at	AT3G08990	AT3G08990	AT3G08990	AT3G08990	AT3G08990
259216_at	AT3G09000	AT3G09000	AT3G09000	AT3G09000	AT3G09000
259213_at	AT3G09010	AT3G09010	AT3G09010	AT3G09010	AT3G09010
259211_at	AT3G09020	AT3G09020	AT3G09020	AT3G09020	AT3G09020
259205_at	AT3G09030	AT3G09030	AT3G09030	AT3G09030	AT3G09030
259206_at	AT3G09040	AT3G09040	AT3G09040	AT3G09040	AT3G09040
259207_at	AT3G09050	AT3G09050	AT3G09050	AT3G09050	AT3G09050
259208_at	AT3G09060	AT3G09060	AT3G09060	AT3G09060	AT3G09060
259200_at	AT3G09070	AT3G09070	AT3G09070	AT3G09070	AT3G09070
259201_at	AT3G09080	AT3G09080	AT3G09080	AT3G09080	AT3G09080
259214_at	AT3G09085	AT3G09085	AT3G09085	AT3G09085	AT3G09085
259215_at	AT3G09090	AT3G09090	AT3G09090	AT3G09090	AT3G09090
259202_at	AT3G09100	AT3G09100	AT3G09100	AT3G09100	AT3G09100
259203_at	AT3G09130	AT3G09130	AT3G09130	AT3G09130	AT3G09130
257521_at	AT3G09140	AT3G09140	AT3G09140	AT3G09140	AT3G09140
259210_at	AT3G09150	AT3G09150	AT3G09150	AT3G09150	AT3G09150
259209_at	AT3G09160	AT3G09160	AT3G09160	AT3G09160	AT3G09160
259204_s_at	AT3G09170	AT3G09170			At3g09170
259212_at	AT3G09180	AT3G09180	AT3G09180	AT3G09180	AT3G09180
259006_at	AT3G09200	AT3G09200	AT3G09200	AT3G09200	AT3G09200
